Chunks,HasProperNames,Author
"o need for you to part with the writing, against
your inclination—though I should prefer to have it.”

Mr. George sits squared in exactly the same attitude, looks at the
painted ceiling, and says never a word. The irascible Mr. Smallweed
scratches the air.

“The question is,” says Mr. Tulkinghorn in his methodical, subdued,
uninterested way, “first, whether you have any of Captain Hawdon’s
writing?”

“First, whether I have any of Captain Hawdon’s writing, sir,” repeats
Mr. George.

“Secondly, wh",T,Charles Dickens
" now, and we stopped to look.

The gentlemen came slowly up from the waterside, speaking
good-humouredly to each other and to the people around and glancing
about them as if they were glad to be in England again. “Charley,
Charley,” said I, “come away!” And I hurried on so swiftly that my
little maid was surprised.

It was not until we were shut up in our cabin-room and I had had time
to take breath that I began to think why I had made such haste. In
one of the sunburnt faces I had recognized Mr",T,Charles Dickens
"y, man alive, she was the admiration of the whole Court!”

“Rot the admiration of the whole Court! Who made the Old Bailey a judge
of beauty? She was a golden-haired doll!”

“Do you know, Sydney,” said Mr. Stryver, looking at him with sharp eyes,
and slowly drawing a hand across his florid face: “do you know, I rather
thought, at the time, that you sympathised with the golden-haired doll,
and were quick to see what happened to the golden-haired doll?”

“Quick to see what happened! If a girl, dol",T,Charles Dickens
" a living there.

Chateau and hut, stone face and dangling figure, the red stain on the
stone floor, and the pure water in the village well--thousands of acres
of land--a whole province of France--all France itself--lay under the
night sky, concentrated into a faint hair-breadth line. So does a whole
world, with all its greatnesses and littlenesses, lie in a twinkling
star. And as mere human knowledge can split a ray of light and analyse
the manner of its composition, so, sublimer intelligences ",T,Charles Dickens
"wed the
complacent forbearance I had heard them express. Mrs. Pocket they held
in contempt; but they allowed the poor soul to have been heavily
disappointed in life, because that shed a feeble reflected light upon
themselves.

These were the surroundings among which I settled down, and applied
myself to my education. I soon contracted expensive habits, and began
to spend an amount of money that within a few short months I should
have thought almost fabulous; but through good and evil I stuck to ",F,Charles Dickens
"two (very young,
my dears) are cousins. As yet, you are nothing more. What more may
come must come of being worked out, Rick, and no sooner.”

“You are very hard with me, sir,” said Richard. “Harder than I could
have supposed you would be.”

“My dear boy,” said Mr. Jarndyce, “I am harder with myself when I do
anything that gives you pain. You have your remedy in your own hands.
Ada, it is better for him that he should be free and that there
should be no youthful engagement between you. Rick, it ",T,Charles Dickens
" rushed in, in an unimagined flood, the moment the figure
was laid low—which always happens when a murder is done; so, now she
sees that when he used to be on the watch before her, and she used to
think, “if some mortal stroke would but fall on this old man and take
him from my way!” it was but wishing that all he held against her in
his hand might be flung to the winds and chance-sown in many places.
So, too, with the wicked relief she has felt in his death. What was
his death but the key-stone",F,Charles Dickens
"”

“Why do you want to know?”

“I want a passenger, if it is.”

“What passenger?”

“Mr. Jarvis Lorry.”

Our booked passenger showed in a moment that it was his name. The guard,
the coachman, and the two other passengers eyed him distrustfully.

“Keep where you are,” the guard called to the voice in the mist,
“because, if I should make a mistake, it could never be set right in
your lifetime. Gentleman of the name of Lorry answer straight.”

“What is the matter?” asked the passenger, then, with mi",T,Charles Dickens
"e his place,—there,” striking
the table with her stick, “at my head! And yours will be there! And
your husband’s there! And Sarah Pocket’s there! And Georgiana’s there!
Now you all know where to take your stations when you come to feast
upon me. And now go!”

At the mention of each name, she had struck the table with her stick in
a new place. She now said, “Walk me, walk me!” and we went on again.

“I suppose there’s nothing to be done,” exclaimed Camilla, “but comply
and depart. It’s something ",T,Charles Dickens
".

We had not driven very far from our lodgings when we stopped in a
by-street at a public-looking place lighted up with gas. Mr. Bucket
took me in and sat me in an arm-chair by a bright fire. It was now
past one, as I saw by the clock against the wall. Two police
officers, looking in their perfectly neat uniform not at all like
people who were up all night, were quietly writing at a desk; and the
place seemed very quiet altogether, except for some beating and
calling out at distant doors underg",T,Charles Dickens
"ntrast.




CHAPTER XLI

In Mr. Tulkinghorn’s Room


Mr. Tulkinghorn arrives in his turret-room a little breathed by the
journey up, though leisurely performed. There is an expression on his
face as if he had discharged his mind of some grave matter and were,
in his close way, satisfied. To say of a man so severely and strictly
self-repressed that he is triumphant would be to do him as great an
injustice as to suppose him troubled with love or sentiment or any
romantic weakness. He is sedately s",T,Charles Dickens
"ad murdered him somehow. In my
dreadful situation, it was a relief when he was brought back, and
surveying the company all round as if _they_ had disagreed with him,
sank down into his chair with the one significant gasp, “Tar!”

I had filled up the bottle from the tar-water jug. I knew he would be
worse by and by. I moved the table, like a Medium of the present day,
by the vigor of my unseen hold upon it.

“Tar!” cried my sister, in amazement. “Why, how ever could Tar come
there?”

But, Uncle P",T,Charles Dickens
"Lady’s state has a
hollow look, thus gloomy and abandoned; and in the inner apartment,
where Mr. Bucket last night made his secret perquisition, the traces
of her dresses and her ornaments, even the mirrors accustomed to
reflect them when they were a portion of herself, have a desolate and
vacant air. Dark and cold as the wintry day is, it is darker and
colder in these deserted chambers than in many a hut that will barely
exclude the weather; and though the servants heap fires in the grates
and ",T,Charles Dickens
"ence in my own resources, I would willingly have taken
Herbert’s expenses on myself; but Herbert was proud, and I could make
no such proposal to him. So he got into difficulties in every
direction, and continued to look about him. When we gradually fell into
keeping late hours and late company, I noticed that he looked about him
with a desponding eye at breakfast-time; that he began to look about
him more hopefully about midday; that he drooped when he came into
dinner; that he seemed to descry ",T,Charles Dickens
" glass of wine, “Yes, my dear, as I was saying, I
expect a judgment shortly. Then I shall release my birds, you know,
and confer estates.”

I was much impressed by her allusion to Richard and by the sad
meaning, so sadly illustrated in her poor pinched form, that made its
way through all her incoherence. But happily for her, she was quite
complacent again now and beamed with nods and smiles.

“But, my dear,” she said, gaily, reaching another hand to put it upon
mine. “You have not congratulated ",T,Charles Dickens
"on now, many of
them after a long blank. They reflect handsome faces, simpering
faces, youthful faces, faces of threescore and ten that will not
submit to be old; the entire collection of faces that have come to
pass a January week or two at Chesney Wold, and which the fashionable
intelligence, a mighty hunter before the Lord, hunts with a keen
scent, from their breaking cover at the Court of St. James’s to their
being run down to death. The place in Lincolnshire is all alive. By
day guns and vo",T,Charles Dickens
" asked my consent to his proposing marriage to her and to
their becoming engaged if she will take him—which I suppose she
will. I have never seen Rosa until to-day, but I have some confidence
in my son’s good sense—even in love. I find her what he represents
her, to the best of my judgment; and my mother speaks of her with
great commendation.”

“She in all respects deserves it,” says my Lady.

“I am happy, Lady Dedlock, that you say so, and I need not comment on
the value to me of your kind opin",T,Charles Dickens
"ndon from his college occupation,
he turned into the quiet corner in Soho, bent on seeking an opportunity
of opening his mind to Doctor Manette. It was the close of the summer
day, and he knew Lucie to be out with Miss Pross.

He found the Doctor reading in his arm-chair at a window. The energy
which had at once supported him under his old sufferings and aggravated
their sharpness, had been gradually restored to him. He was now a
very energetic man indeed, with great firmness of purpose, strengt",T,Charles Dickens
", I looked at the man.”

He stooped a little, and with his tattered blue cap pointed under the
carriage. All his fellows stooped to look under the carriage.

“What man, pig? And why look there?”

“Pardon, Monseigneur; he swung by the chain of the shoe--the drag.”

“Who?” demanded the traveller.

“Monseigneur, the man.”

“May the Devil carry away these idiots! How do you call the man? You
know all the men of this part of the country. Who was he?”

“Your clemency, Monseigneur! He was not of this p",T,Charles Dickens
"he whole
of a fixed opinion that to give the sanction of his countenance to
any complaints respecting it would be to encourage some person in the
lower classes to rise up somewhere—like Wat Tyler.

“As a few fresh affidavits have been put upon the file,” says Mr.
Tulkinghorn, “and as they are short, and as I proceed upon the
troublesome principle of begging leave to possess my clients with any
new proceedings in a cause”—cautious man Mr. Tulkinghorn, taking no
more responsibility than necessary—",T,Charles Dickens
"e room, “mounting up, on their shelves, by hundreds! And
you read ’em; don’t you? I see you’d been a reading of ’em when I come
in. Ha, ha, ha! You shall read ’em to me, dear boy! And if they’re in
foreign languages wot I don’t understand, I shall be just as proud as
if I did.”

Again he took both my hands and put them to his lips, while my blood
ran cold within me.

“Don’t you mind talking, Pip,” said he, after again drawing his sleeve
over his eyes and forehead, as the click came in his throat",T,Charles Dickens
"?”

“Dead as mutton,” returned the other, “and can’t be too dead. Have ’em
out, there! Spies! Pull ’em out, there! Spies!”

The idea was so acceptable in the prevalent absence of any idea,
that the crowd caught it up with eagerness, and loudly repeating the
suggestion to have ’em out, and to pull ’em out, mobbed the two vehicles
so closely that they came to a stop. On the crowd’s opening the coach
doors, the one mourner scuffled out by himself and was in their hands
for a moment; but he was so a",T,Charles Dickens
" suggested Richard.

“By my soul,” exclaimed Mr. Boythorn, suddenly firing another volley,
“that fellow is, and his father was, and his grandfather was, the
most stiff-necked, arrogant imbecile, pig-headed numskull, ever, by
some inexplicable mistake of Nature, born in any station of life but
a walking-stick’s! The whole of that family are the most solemnly
conceited and consummate blockheads! But it’s no matter; he should
not shut up my path if he were fifty baronets melted into one and
living ",T,Charles Dickens
"d drive away!”

The Spy withdrew, and Carton seated himself at the table, resting his
forehead on his hands. The Spy returned immediately, with two men.

“How, then?” said one of them, contemplating the fallen figure. “So
afflicted to find that his friend has drawn a prize in the lottery of
Sainte Guillotine?”

“A good patriot,” said the other, “could hardly have been more afflicted
if the Aristocrat had drawn a blank.”

They raised the unconscious figure, placed it on a litter they had
brought ",T,Charles Dickens
"
paper in its hiding-place.

        *****

“The carriage left the streets behind, passed the North Barrier, and
emerged upon the country road. At two-thirds of a league from the
Barrier--I did not estimate the distance at that time, but afterwards
when I traversed it--it struck out of the main avenue, and presently
stopped at a solitary house, We all three alighted, and walked, by
a damp soft footpath in a garden where a neglected fountain had
overflowed, to the door of the house. It was not op",F,Charles Dickens
" the night like one great dragon. If he
ever steal forth when the dragon is at rest to air himself again in
Cook’s Court until admonished to return by the crowing of the
sanguine cock in the cellar at the little dairy in Cursitor Street,
whose ideas of daylight it would be curious to ascertain, since he
knows from his personal observation next to nothing about it—if
Peffer ever do revisit the pale glimpses of Cook’s Court, which no
law-stationer in the trade can positively deny, he comes invisib",T,Charles Dickens
"ap of rottenness in the midst,
and all the ugly things that sheltered there; that we were on the
ground struggling like desperate enemies, and that the closer I covered
her, the more wildly she shrieked and tried to free herself,—that this
occurred I knew through the result, but not through anything I felt, or
thought, or knew I did. I knew nothing until I knew that we were on the
floor by the great table, and that patches of tinder yet alight were
floating in the smoky air, which, a moment ago,",F,Charles Dickens
" the chair from which she has risen. She hesitates, but
he motions again, and she sits down.

“The relations between us are of an unfortunate description, Lady
Dedlock; but as they are not of my making, I will not apologize for
them. The position I hold in reference to Sir Leicester is so well
known to you that I can hardly imagine but that I must long have
appeared in your eyes the natural person to make this discovery.”

“Sir,” she returns without looking up from the ground on which her
eyes a",T,Charles Dickens
"tting the door first, and by
exclusion, delay, and general idiotcy exasperating the public.
Policeman seen to smile to potboy. Public loses interest and
undergoes reaction. Taunts the beadle in shrill youthful voices with
having boiled a boy, choruses fragments of a popular song to that
effect and importing that the boy was made into soup for the
workhouse. Policeman at last finds it necessary to support the law
and seize a vocalist, who is released upon the flight of the rest on
condition of hi",T,Charles Dickens
"n indifference as a master, I have no
doubt I should have returned the compliment as a pupil; he gave me no
such excuse, and each of us did the other justice. Nor did I ever
regard him as having anything ludicrous about him—or anything but what
was serious, honest, and good—in his tutor communication with me.

When these points were settled, and so far carried out as that I had
begun to work in earnest, it occurred to me that if I could retain my
bedroom in Barnard’s Inn, my life would be agreea",T,Charles Dickens
" her heart
up to her husband, she would come to herself to find him looking at her,
with his knee on his bench and his saw stopped in its work. “But it’s
not my business!” he would generally say at those times, and would
briskly fall to his sawing again.

In all weathers, in the snow and frost of winter, in the bitter winds of
spring, in the hot sunshine of summer, in the rains of autumn, and again
in the snow and frost of winter, Lucie passed two hours of every day at
this place; and every day ",T,Charles Dickens
". The fire glows
brightly on the panelled wall and palely on the window-glass, where,
through the cold reflection of the blaze, the colder landscape
shudders in the wind and a grey mist creeps along, the only traveller
besides the waste of clouds.

My Lady lounges in a great chair in the chimney-corner, and Sir
Leicester takes another great chair opposite. The lawyer stands
before the fire with his hand out at arm’s length, shading his face.
He looks across his arm at my Lady.

“Yes,” he says, “",T,Charles Dickens
"rl,” says Mr. Bagnet. “Is as quick. As
powder.”

“And what’s more, she’s the subject of the day, and we’ll stick to
her,” cries Mr. George. “See here, I have brought a little brooch
along with me. It’s a poor thing, you know, but it’s a keepsake.
That’s all the good it is, Mrs. Bagnet.”

Mr. George produces his present, which is greeted with admiring
leapings and clappings by the young family, and with a species of
reverential admiration by Mr. Bagnet. “Old girl,” says Mr. Bagnet.
“Tell him my o",T,Charles Dickens
"?”

“Oh, for gracious sake!” cried Miss Pross, still wildly crying, “record
them at once, and get them out of the way, like an excellent man.”

“First,” said Mr. Cruncher, who was all in a tremble, and who spoke with
an ashy and solemn visage, “them poor things well out o’ this, never no
more will I do it, never no more!”

“I am quite sure, Mr. Cruncher,” returned Miss Pross, “that you
never will do it again, whatever it is, and I beg you not to think it
necessary to mention more particularly wh",T,Charles Dickens
" further with you; I’ll say something more.”

He bent down so low to frown at his boots, that he was able to rub the
calves of his legs in the pause he made.

“When that person discloses,” said Mr. Jaggers, straightening himself,
“you and that person will settle your own affairs. When that person
discloses, my part in this business will cease and determine. When that
person discloses, it will not be necessary for me to know anything
about it. And that’s all I have got to say.”

We looked at one ",T,Charles Dickens
"e gaoler, left with his wife.
“How many more!”

The gaoler’s wife, being provided with no answer to the question, merely
replied, “One must have patience, my dear!” Three turnkeys who entered
responsive to a bell she rang, echoed the sentiment, and one added, “For
the love of Liberty;” which sounded in that place like an inappropriate
conclusion.

The prison of La Force was a gloomy prison, dark and filthy, and with a
horrible smell of foul sleep in it. Extraordinary how soon the noisome
flavour",T,Charles Dickens
"iet and not disturb any one and
collected myself, as I followed her quickly upstairs, sufficiently to
consider what were the best remedies to be applied if it should prove
to be a fit. She threw open a door and I went into a chamber, where,
to my unspeakable surprise, instead of finding Mr. Skimpole stretched
upon the bed or prostrate on the floor, I found him standing before
the fire smiling at Richard, while Richard, with a face of great
embarrassment, looked at a person on the sofa, in a whit",T,Charles Dickens
"o the debilitated cousin, “what games goes on!”

The cousin, who has been casting sofa-pillows on his head, in a
prostration of boredom yawns, “Vayli,” being the used-up for “very
likely.”

Sir Leicester, deeming it time to dismiss the officer, here
majestically interposes with the words, “Very good. Thank you!” and
also with a wave of his hand, implying not only that there is an end
of the discourse, but that if high families fall into low habits they
must take the consequences. “You will not f",T,Charles Dickens
"urniture
standing in the middle of the floor for more air, and his cold bath
gaping for him in a smaller room adjoining. Out of that you came into
another passage, where there were back-stairs and where you could
hear the horses being rubbed down outside the stable and being told
to “Hold up” and “Get over,” as they slipped about very much on the
uneven stones. Or you might, if you came out at another door (every
room had at least two doors), go straight down to the hall again by
half-a-dozen st",T,Charles Dickens
" hold of nothing else, set themselves with bleeding hands to
force stones and bricks out of their places in walls. Every pulse and
heart in Saint Antoine was on high-fever strain and at high-fever heat.
Every living creature there held life as of no account, and was demented
with a passionate readiness to sacrifice it.

As a whirlpool of boiling waters has a centre point, so, all this raging
circled round Defarge’s wine-shop, and every human drop in the caldron
had a tendency to be sucked toward",T,Charles Dickens
"s a
mark of respectability. He never takes any pleasure, which is another
mark of respectability. He is reserved and serious, which is another
mark of respectability. His digestion is impaired, which is highly
respectable. And he is making hay of the grass which is flesh, for
his three daughters. And his father is dependent on him in the Vale
of Taunton.

The one great principle of the English law is to make business for
itself. There is no other principle distinctly, certainly, and
consistently",F,Charles Dickens
"py would say no if he could—as he is unable to hide.

“I believe so, your ladyship.”

If he could see the least sparkle of relief in her face now? No, he
could see no such thing, even if that brave outside did not utterly
put him away, and he were not looking beyond it and about it.

He falters an awkward excuse or two for his failure.

“Is this all you have to say?” inquires Lady Dedlock, having heard
him out—or as nearly out as he can stumble.

Mr. Guppy thinks that’s all.

“You had better be ",T,Charles Dickens
"e moment I saw him looking over the
settle, and now that I stood confronting him with his hand upon my
shoulder, I checked off again in detail his large head, his dark
complexion, his deep-set eyes, his bushy black eyebrows, his large
watch-chain, his strong black dots of beard and whisker, and even the
smell of scented soap on his great hand.

“I wish to have a private conference with you two,” said he, when he
had surveyed me at his leisure. “It will take a little time. Perhaps we
had better g",F,Charles Dickens
"ous face there was a
deeper shade than the pendent lamp could throw, or any object in the
room distortedly reflect--a shade of horror.

He occupied rooms in the Bank, in his fidelity to the House of which
he had grown to be a part, like strong root-ivy. It chanced that they
derived a kind of security from the patriotic occupation of the main
building, but the true-hearted old gentleman never calculated about
that. All such circumstances were indifferent to him, so that he did
his duty. On the op",F,Charles Dickens
" Vholes, “to be honest with you (honesty being my
golden rule, whether I gain by it or lose, and I find that I
generally lose), money is the word. Now, sir, upon the chances of Mr.
C.’s game I express to you no opinion, NO opinion. It might be highly
impolitic in Mr. C., after playing so long and so high, to leave off;
it might be the reverse; I say nothing. No, sir,” said Mr. Vholes,
bringing his hand flat down upon his desk in a positive manner,
“nothing.”

“You seem to forget,” returned Mr. W",T,Charles Dickens
"n some old day, wound off upon his finger.

He took her hair into his hand again, and looked closely at it. “It is
the same. How can it be! When was it! How was it!”

As the concentrated expression returned to his forehead, he seemed to
become conscious that it was in hers too. He turned her full to the
light, and looked at her.

“She had laid her head upon my shoulder, that night when I was summoned
out--she had a fear of my going, though I had none--and when I was
brought to the North Tower th",T,Charles Dickens
"ether
it was a false kind or a true, I hardly know—in not having profited by
his generosity since his revelation of himself.

As the time wore on, an impression settled heavily upon me that Estella
was married. Fearful of having it confirmed, though it was all but a
conviction, I avoided the newspapers, and begged Herbert (to whom I had
confided the circumstances of our last interview) never to speak of her
to me. Why I hoarded up this last wretched little rag of the robe of
hope that was rent a",T,Charles Dickens
"lf saw him before he was left for the night and
reported to me when he returned to the growlery to write a letter on
the boy’s behalf, which a messenger was charged to deliver at
day-light in the morning, that he seemed easier and inclined to
sleep. They had fastened his door on the outside, he said, in case of
his being delirious, but had so arranged that he could not make any
noise without being heard.

Ada being in our room with a cold, Mr. Skimpole was left alone all
this time and entertaine",T,Charles Dickens
"I have found him. He has come home.”

Sir Leicester breaks silence with a harsh cry. “George? Your son
George come home, Mrs. Rouncewell?”

The old housekeeper wipes her eyes. “Thank God. Yes, Sir Leicester.”

Does this discovery of some one lost, this return of some one so long
gone, come upon him as a strong confirmation of his hopes? Does he
think, “Shall I not, with the aid I have, recall her safely after
this, there being fewer hours in her case than there are years in
his?”

It is of no us",T,Charles Dickens
"t
gallery full of people,—a large theatrical audience,—looked on, as the
two-and-thirty and the Judge were solemnly confronted. Then the Judge
addressed them. Among the wretched creatures before him whom he must
single out for special address was one who almost from his infancy had
been an offender against the laws; who, after repeated imprisonments
and punishments, had been at length sentenced to exile for a term of
years; and who, under circumstances of great violence and daring, had
made his ",F,Charles Dickens
"y dear child, I intend to. I shall take my little meal, I think, at
the French house, in the Opera Colonnade.”

“That’s right. Good-bye, father!” said Prince, shaking hands.

“Good-bye, my son. Bless you!”

Mr. Turveydrop said this in quite a pious manner, and it seemed to do
his son good, who, in parting from him, was so pleased with him, so
dutiful to him, and so proud of him that I almost felt as if it were
an unkindness to the younger man not to be able to believe implicitly
in the elder. Th",T,Charles Dickens
"sacrifices.

“Nay, my dears,” he would remonstrate; and when I saw Caddy’s thin
arm about his fat neck as he said it, I would be melted too, though
not by the same process. “Nay, nay! I have promised never to leave
ye. Be dutiful and affectionate towards me, and I ask no other
return. Now, bless ye! I am going to the Park.”

He would take the air there presently and get an appetite for his
hotel dinner. I hope I do old Mr. Turveydrop no wrong, but I never
saw any better traits in him than these ",T,Charles Dickens
" responding, that he would not
even walk to Hammersmith on the same side of the way; so Herbert and I,
who remained in town, saw them going down the street on opposite sides;
Startop leading, and Drummle lagging behind in the shadow of the
houses, much as he was wont to follow in his boat.

As the door was not yet shut, I thought I would leave Herbert there for
a moment, and run upstairs again to say a word to my guardian. I found
him in his dressing-room surrounded by his stock of boots, alread",T,Charles Dickens
" by Arthur, but I didn’t; and I won’t pretend I
was partick’ler—for where ’ud be the good on it, dear boy and comrade?
So I begun wi’ Compeyson, and a poor tool I was in his hands. Arthur
lived at the top of Compeyson’s house (over nigh Brentford it was), and
Compeyson kept a careful account agen him for board and lodging, in
case he should ever get better to work it out. But Arthur soon settled
the account. The second or third time as ever I see him, he come a
tearing down into Compeyson’s parl",T,Charles Dickens
" part, Pip,” said Joe, “and it is as such
received and grateful welcome, though never looked for, far nor near,
nor nowheres. And now, old chap,” said Joe, conveying to me a
sensation, first of burning and then of freezing, for I felt as if that
familiar expression were applied to Miss Havisham,—“and now, old chap,
may we do our duty! May you and me do our duty, both on us, by one and
another, and by them which your liberal present—have-conweyed—to be—for
the satisfaction of mind-of—them as neve",T,Charles Dickens
" the person chooses to reveal it. I am empowered
to mention that it is the intention of the person to reveal it at first
hand by word of mouth to yourself. When or where that intention may be
carried out, I cannot say; no one can say. It may be years hence. Now,
you are distinctly to understand that you are most positively
prohibited from making any inquiry on this head, or any allusion or
reference, however distant, to any individual whomsoever as _the_
individual, in all the communications you",F,Charles Dickens
"ted that our friend
himself might be difficult to deal with. “Oh no he won’t,” said my
guardian, making his pocket-handkerchief-point, with perfect
confidence; “I should like to see him argue the question with _me_.”

As we were going back together to London by the midday coach, and as I
breakfasted under such terrors of Pumblechook that I could scarcely
hold my cup, this gave me an opportunity of saying that I wanted a
walk, and that I would go on along the London road while Mr. Jaggers
was occ",T,Charles Dickens
"th her when
he comes down to Chesney Wold and when he goes away; and if he were
very ill, or if he were knocked down by accident, or run over, or
placed in any situation expressive of a Dedlock at a disadvantage, he
would say if he could speak, “Leave me, and send Mrs. Rouncewell
here!” feeling his dignity, at such a pass, safer with her than with
anybody else.

Mrs. Rouncewell has known trouble. She has had two sons, of whom the
younger ran wild, and went for a soldier, and never came back. Eve",T,Charles Dickens
"the other. Mrs. Joe was a very clean housekeeper, but had an exquisite
art of making her cleanliness more uncomfortable and unacceptable than
dirt itself. Cleanliness is next to Godliness, and some people do the
same by their religion.

My sister, having so much to do, was going to church vicariously, that
is to say, Joe and I were going. In his working-clothes, Joe was a
well-knit characteristic-looking blacksmith; in his holiday clothes, he
was more like a scarecrow in good circumstances, than",T,Charles Dickens
"ps of his dangerous way, Charles Darnay had set his foot
according to Doctor Manette’s reiterated instructions. The same cautious
counsel directed every step that lay before him, and had prepared every
inch of his road.

The President asked, why had he returned to France when he did, and not
sooner?

He had not returned sooner, he replied, simply because he had no means
of living in France, save those he had resigned; whereas, in England,
he lived by giving instruction in the French language and",T,Charles Dickens
"e direction of the old Battery, and we
were moving on a little way behind them, when, all of a sudden, we all
stopped. For there had reached us on the wings of the wind and rain, a
long shout. It was repeated. It was at a distance towards the east, but
it was long and loud. Nay, there seemed to be two or more shouts raised
together,—if one might judge from a confusion in the sound.

To this effect the sergeant and the nearest men were speaking under
their breath, when Joe and I came up. After an",T,Charles Dickens
"never to see Ada and whom I could
trust to come and go with all precaution. Through her means I got out
to take the air with my guardian when there was no fear of meeting
Ada, and wanted for nothing in the way of attendance, any more than
in any other respect.

And thus poor Charley sickened and grew worse, and fell into heavy
danger of death, and lay severely ill for many a long round of day
and night. So patient she was, so uncomplaining, and inspired by such
a gentle fortitude that very often",T,Charles Dickens
"some light fancy article, such as a toasting-fork
when she took her muffins,—or a gridiron when she took a sprat or such
like—”

“I don’t mean any present at all, Joe,” I interposed.

“Well,” said Joe, still harping on it as though I had particularly
pressed it, “if I was yourself, Pip, I wouldn’t. No, I would _not_. For
what’s a door-chain when she’s got one always up? And shark-headers is
open to misrepresentations. And if it was a toasting-fork, you’d go
into brass and do yourself no credit. ",T,Charles Dickens
"o be! I don’t
intend to say,” looking round upon us with his powerful arms akimbo
and his dark eyebrows raised, “that I am more partial to being hanged
than another man. What I say is, I must come off clear and full or
not at all. Therefore, when I hear stated against me what is true, I
say it’s true; and when they tell me, ‘whatever you say will be
used,’ I tell them I don’t mind that; I mean it to be used. If they
can’t make me innocent out of the whole truth, they are not likely to
do it out ",F,Charles Dickens
"as well guarded, and he got up to
go among the trusty people who were watching it, when his door suddenly
opened, and two figures rushed in, at sight of which he fell back in
amazement.

Lucie and her father! Lucie with her arms stretched out to him, and with
that old look of earnestness so concentrated and intensified, that it
seemed as though it had been stamped upon her face expressly to give
force and power to it in this one passage of her life.

“What is this?” cried Mr. Lorry, breathless a",T,Charles Dickens
" her. But, before you go, will you, for a moment, steadily attend to
me? Don’t ask me why I make the stipulations I am going to make, and
exact the promise I am going to exact; I have a reason--a good one.”

“I do not doubt it,” answered Mr. Lorry. “Say on.”

The figure in the chair between them, was all the time monotonously
rocking itself to and fro, and moaning. They spoke in such a tone as
they would have used if they had been watching by a sick-bed in the
night.

Carton stooped to pick up t",T,Charles Dickens
" ground. Upon a plain
canvas-covered sofa lay the man from Shropshire, dressed much as we
had seen him last, but so changed that at first I recognized no
likeness in his colourless face to what I recollected.

He had been still writing in his hiding-place, and still dwelling on
his grievances, hour after hour. A table and some shelves were
covered with manuscript papers and with worn pens and a medley of
such tokens. Touchingly and awfully drawn together, he and the little
mad woman were side by",F,Charles Dickens
"pitiable to behold. It seems as if he must go mad in
the necessity he feels for haste and the inability under which he
labours of expressing to do what or to fetch whom. He has written the
letter B, and there stopped. Of a sudden, in the height of his
misery, he puts Mr. before it. The old housekeeper suggests Bucket.
Thank heaven! That’s his meaning.

Mr. Bucket is found to be downstairs, by appointment. Shall he come
up?

There is no possibility of misconstruing Sir Leicester’s burning wish
to",T,Charles Dickens
"iewing, displaying,
performing, copying or distributing any Project Gutenberg™ works
unless you comply with paragraph 1.E.8 or 1.E.9.

1.E.8. You may charge a reasonable fee for copies of or providing
access to or distributing Project Gutenberg™ electronic works
provided that:

    • You pay a royalty fee of 20% of the gross profits you derive from
        the use of Project Gutenberg™ works calculated using the method
        you already use to calculate your applicable taxes. The fee is owed
 ",T,Charles Dickens
"To top up with?”

“Well,” said Joe, “to tell you the truth, I ain’t much in the habit of
drinking at anybody’s expense but my own.”

“Habit? No,” returned the stranger, “but once and away, and on a
Saturday night too. Come! Put a name to it, Mr. Gargery.”

“I wouldn’t wish to be stiff company,” said Joe. “Rum.”

“Rum,” repeated the stranger. “And will the other gentleman originate a
sentiment.”

“Rum,” said Mr. Wopsle.

“Three Rums!” cried the stranger, calling to the landlord. “Glasses
round!”
",T,Charles Dickens
" shall never forget, and heard a great cry on board
the steamer, and a loud splash in the water, and felt the boat sink
from under me.

It was but for an instant that I seemed to struggle with a thousand
mill-weirs and a thousand flashes of light; that instant past, I was
taken on board the galley. Herbert was there, and Startop was there;
but our boat was gone, and the two convicts were gone.

What with the cries aboard the steamer, and the furious blowing off of
her steam, and her driving on, ",T,Charles Dickens
", and his hands behind him, a composed and quiet listener.
He is a stoutly built, steady-looking, sharp-eyed man in black, of
about the middle-age. Except that he looks at Mr. Snagsby as if he
were going to take his portrait, there is nothing remarkable about
him at first sight but his ghostly manner of appearing.

“Don’t mind this gentleman,” says Mr. Tulkinghorn in his quiet way.
“This is only Mr. Bucket.”

“Oh, indeed, sir?” returns the stationer, expressing by a cough that
he is quite in the",T,Charles Dickens
". You couldn’t really mean the lamb without sending it in,
whereas I can, and do, really mean the money without paying it!’ He
had not a word. There was an end of the subject.”

“Did he take no legal proceedings?” inquired my guardian.

“Yes, he took legal proceedings,” said Mr. Skimpole. “But in that he
was influenced by passion, not by reason. Passion reminds me of
Boythorn. He writes me that you and the ladies have promised him a
short visit at his bachelor-house in Lincolnshire.”

“He is a g",T,Charles Dickens
"ed for me; I only suffered in Satis House as a convenience, a
sting for the greedy relations, a model with a mechanical heart to
practise on when no other practice was at hand; those were the first
smarts I had. But, sharpest and deepest pain of all,—it was for the
convict, guilty of I knew not what crimes, and liable to be taken out
of those rooms where I sat thinking, and hanged at the Old Bailey door,
that I had deserted Joe.

I would not have gone back to Joe now, I would not have gone back ",T,Charles Dickens
